ID,Address,USDT Amount,wBTC Amount,claimedAt,claimReqId,claimReqStatus,airdropId
1587,"0x1EEE6320c99Fe05F573B51228b25d3C214cA0fA2","5.0005","0.0003728","2023-06-18T22:48:09.939Z","f1f42613-6632-48d3-84eb-d50dfc5771e2","pending",null
1588,"0x1EEE6320c99Fe05F573B51228b25d3C214cA0fA2","5.0005","0.0001794","2023-06-18T22:48:39.461Z","50190b5d-5872-476a-9daa-58f6fd2c55f2","pending",null
1589,"0x4b5D0E3cF191331f2901651105474CAE5C2965c9","25.0025","0.000897","2023-06-18T22:59:17.388Z","08a5e3fc-8010-4d6d-8bd4-e57ac3fe69d3","pending",null
1590,"0x403ee85A0913fCCFFFec6d09bdf76Aef2fAD7344","60.006","0.0021528","2023-06-18T23:34:17.882Z","54de3819-520b-4c3b-a128-3b82f511af7b","pending",null
1591,"0x403ee85A0913fCCFFFec6d09bdf76Aef2fAD7344","60.006","0.0044736","2023-06-18T23:34:49.576Z","a97d99fb-bad7-49a3-8943-dfc769379a83","pending",null
1592,"0xA5c87b2a1f839Fa74Be52fF772fe924D84fe0117","13.0013","0.00042423","2023-06-18T23:49:11.470Z","e190f1e3-0e9e-40e0-846a-21967a722381","pending",null
1593,"0xA5c87b2a1f839Fa74Be52fF772fe924D84fe0117","5.0005","0.0003728","2023-06-18T23:49:58.844Z","292baf9d-175a-4b16-a99f-24954243e2ce","pending",null
1594,"0x24334d1CB4A07B39515C208F69B706e4Bab4d7c7","0.030003","0.00103704","2023-06-19T01:48:41.173Z","0ae3b658-147c-4cbf-8ebc-3fa22ae51eea","pending",null
1595,"0x609d1532cD0b1f25c2D8dB569D5BB8b50dE40154","5.0005","0.0001794","2023-06-19T02:55:27.277Z","d050e731-6a9f-4154-bfcd-0c8f5c399192","pending",null
1596,"0x609d1532cD0b1f25c2D8dB569D5BB8b50dE40154","5.0005","0.0003728","2023-06-19T02:55:49.568Z","040fea6e-9dbe-489b-82db-803d06140b2b","pending",null
1597,"0x84Cd8D787d90763D4264BA7a0275dBD3d2D7eb46","20.00209","0.00087028","2023-06-19T04:37:21.295Z","73856231-f3ed-4209-99d2-337edd1db978","pending",null
1598,"0x8a98B71be49A5d4BFcE09a83bD270D1a5F82103d","5.0005","0.0003728","2023-06-19T07:21:21.861Z","526a36c7-ac8c-44cd-858f-8a4071649738","pending",null
1599,"0x70147829cf79978BBb3Ed44F6141c1A520e14f7C","15.0015","0.0011184","2023-06-19T08:08:55.738Z","c2a8f1fd-16d0-4c07-9ee9-e4946d20bd7d","pending",null
1600,"0x70147829cf79978BBb3Ed44F6141c1A520e14f7C","15.0015","0.0005382","2023-06-19T08:09:04.590Z","aed33842-e08a-49e1-aaa0-2be89ae86f78","pending",null
1601,"0x70147829cf79978BBb3Ed44F6141c1A520e14f7C","0.030003","0.00103704","2023-06-19T08:09:19.094Z","0c20d9cd-5ce3-4685-ad0c-468f7d935421","pending",null
1602,"0x70147829cf79978BBb3Ed44F6141c1A520e14f7C","39.0039","0.00127269","2023-06-19T08:09:31.262Z","db0a0600-96e5-4870-b64e-761e925d19ac","pending",null
1603,"0x70147829cf79978BBb3Ed44F6141c1A520e14f7C","30.003135","0.00130542","2023-06-19T08:09:46.306Z","e769ab73-2319-48b2-bbc2-d7084b126df0","pending",null
1604,"0x20de9ED8A756410A547B4446EFB2dc58e42B0b85","10.001045","0.00043514","2023-06-19T08:44:14.723Z","0d4eae75-1a46-4d29-91fa-6b4def88650c","pending",null
1605,"0x20de9ED8A756410A547B4446EFB2dc58e42B0b85","13.0013","0.00042423","2023-06-19T08:44:51.005Z","0c31da1a-8727-4a14-bb06-307ee6677cca","pending",null
1606,"0x20de9ED8A756410A547B4446EFB2dc58e42B0b85","5.0005","0.0001794","2023-06-19T08:45:18.728Z","beffba02-5544-4d48-97de-7df0b2234ca3","pending",null
1607,"0x20de9ED8A756410A547B4446EFB2dc58e42B0b85","5.0005","0.0001794","2023-06-19T08:45:27.466Z","981a383f-276c-499b-bbf2-4dfd50d97bde","pending",null
1608,"0x55Af614Bb9d2E9C412d614be8901553b9C6156C7","170.017","0.0060996","2023-06-19T11:05:00.836Z","39f00b4d-4953-4216-81f6-7a7285dde40d","pending",null
1609,"0x55Af614Bb9d2E9C412d614be8901553b9C6156C7","170.017","0.0126752","2023-06-19T11:06:08.805Z","b2c28840-b67d-4ff6-9399-60580794d442","pending",null
1610,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","485.0485","0.0361616","2023-06-19T13:37:49.004Z","15875f34-48f0-4e76-b20d-f8a379e44a37","pending",null
1611,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","485.0485","0.0174018","2023-06-19T13:38:13.584Z","8a1dea2b-de7b-4652-bf41-afe92f52dc27","pending",null
1612,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","485.0485","0.0174018","2023-06-19T13:38:16.534Z","25277caf-7880-40c5-9d56-75f577e84d33","pending",null
1613,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","0.970097","0.03353096","2023-06-19T13:38:33.845Z","cdb1b1f6-7959-419e-8320-57468b8ead26","pending",null
1614,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","1261.1261","0.04115031","2023-06-19T13:38:44.762Z","5879c7d1-429a-45c4-a63d-ea3a0118344d","pending",null
1615,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","1261.1261","0.04115031","2023-06-19T13:38:53.473Z","36ba5de0-73b9-47cb-9678-460abac70f9e","pending",null
1616,"0xF2A3f10ea6B015171C751caE46C6bF291D3fd28C","970.101365","0.04220858","2023-06-19T13:39:23.422Z","2b3d741d-236f-40b1-a24e-db5052b8bc8a","pending",null
1617,"0xEB3aB67278aB2BeD36DD2Acb35dE6fE207B76C52","115.0115","0.008574399999999999","2023-06-19T13:40:27.997Z","755c6bdd-51bf-4adf-b85e-088e292066c3","pending",null
1618,"0xEB3aB67278aB2BeD36DD2Acb35dE6fE207B76C52","115.0115","0.0041262","2023-06-19T13:40:40.776Z","95fa2622-49b7-4f5d-8b3d-3a9053f594a8","pending",null
1619,"0xEB3aB67278aB2BeD36DD2Acb35dE6fE207B76C52","115.0115","0.0041262","2023-06-19T13:40:47.985Z","04e2f172-bbd1-4954-b777-158d9eee261f","pending",null
1620,"0xEB3aB67278aB2BeD36DD2Acb35dE6fE207B76C52","299.0299","0.00975729","2023-06-19T13:40:58.918Z","792dcdf8-a97c-4612-8a91-d6b5279ee3e4","pending",null
1621,"0xEB3aB67278aB2BeD36DD2Acb35dE6fE207B76C52","230.024035","0.01000822","2023-06-19T13:41:10.006Z","fd0acdd2-7224-4e79-b824-1cba1e1c704a","pending",null
1622,"0xC031C7242955A1D7FC1a7a9ad0C7c592B853Ec7c","10.001","0.0007456","2023-06-19T14:34:23.523Z","a25837de-7102-49fb-9ebc-08029d6261eb","pending",null
1623,"0xC031C7242955A1D7FC1a7a9ad0C7c592B853Ec7c","20.00209","0.00087028","2023-06-19T14:34:44.991Z","46d79d9d-494b-4f2e-81a0-4294d33a61c0","pending",null
1624,"0x9C112Bcde3652fc5Cf353421fB539D4fFb2c222b","10.001045","0.00043514","2023-06-19T15:21:45.043Z","8ef0fbb8-adcb-41ba-b1ef-ba881467872d","pending",null
1625,"0x1435bbd1B572F9Bf5de02927Bc6D498447e1F3df","10.001","0.0003588","2023-06-19T15:51:55.214Z","6b75a52c-866f-4204-8570-5426b2b4ad9c","pending",null
1626,"0x1435bbd1B572F9Bf5de02927Bc6D498447e1F3df","0.020002","0.00069136","2023-06-19T15:52:23.364Z","6e1bd34c-ff26-491f-92e0-660c65781af3","pending",null
1627,"0x7B7A2639aeE66AF7f8a85fe50FeA6a9913B10956","10.001","0.0007456","2023-06-19T17:33:08.551Z","ecaddaad-2d7d-4ae1-9f03-ccf28606240b","pending",null
1628,"0x7B7A2639aeE66AF7f8a85fe50FeA6a9913B10956","5.0005","0.0003728","2023-06-19T17:33:27.342Z","b3f5b862-181c-45aa-bb5c-6e9c538608ae","pending",null
1629,"0xBe8E12894f04c53f6EFd9f46C11275CE54fa7609","5.0005","0.0001794","2023-06-19T22:37:11.426Z","49c9241f-700a-4e81-9bc6-d8570b3c1b1a","pending",5
1630,"0x8951f6E391Df5f706e8a640c58a51Ea40dd63aeF","5.0005","0.0001794","2023-06-19T23:16:14.743Z","af4154ec-f598-4d2c-966e-4c7b6a5ba268","pending",5
1631,"0x4A34F2c78cdB8936e0083e6fcA044cFe64540ed7","40.004","0.0029824","2023-06-20T06:55:17.728Z","0911a869-b206-4e53-a10d-11021d216a5b","pending",6
1632,"0x4A34F2c78cdB8936e0083e6fcA044cFe64540ed7","40.004","0.0014352","2023-06-20T06:55:48.017Z","a1c63af4-ebd6-4227-b0c0-07b720618fe6","pending",5
1633,"0x4A34F2c78cdB8936e0083e6fcA044cFe64540ed7","0.080008","0.00276544","2023-06-20T06:56:07.243Z","7936503d-4d55-4992-b355-d8e272fafa19","pending",4
1634,"0x4A34F2c78cdB8936e0083e6fcA044cFe64540ed7","0.080008","0.00276544","2023-06-20T06:56:15.046Z","22ad876b-370f-4dcd-a2fb-e58dd1bfc2c6","pending",3
1635,"0x4A34F2c78cdB8936e0083e6fcA044cFe64540ed7","80.00836","0.00348112","2023-06-20T06:56:24.699Z","cde12c4f-aa9d-4ac7-b725-3ea990684457","pending",2
1636,"0x21bcA401c280c8492a1Ca15D554382EeCB92F2f3","5.0005","0.0003728","2023-06-20T10:25:36.144Z","0bfe2fe4-cbfd-4f9c-9fee-d34364d8b4e9","pending",6
1637,"0x2b2c3713cAa6DBE3325A0cCb9C791622C168EdF6","65.0065","0.0048464","2023-06-20T12:21:14.067Z","b0b8b88f-f22b-4f97-9343-a5da7bc4b1fb","pending",6
1638,"0x9EF9D051f45F30Bcf90Bc0ECAD7b8a971e5d233a","10.001","0.0007456","2023-06-20T13:59:54.159Z","3e0688c4-d854-4b8d-a438-a6676e65969c","pending",6
1639,"0x940d9E4cC7d1Cb2E7470659733259AdF4ecabEa2","5.0005","0.0003728","2023-06-20T20:12:22.317Z","9b510177-102b-4391-9fc4-5ea1ffebfb40","pending",6
1640,"0x8AFB9dDC788067A32D62AA2318499b9E167409DF","10.001","0.0007456","2023-06-21T02:41:18.432Z","192c943f-57bc-4072-9f04-831117fc15c5","pending",6
1641,"0x8e429377F1B80a271F4AFb395538f532463dc94c","5.0005","0.0001794","2023-06-21T05:23:20.270Z","77937df1-af31-46a3-b223-c8c531a5a05f","pending",5
1642,"0x313242C1e842Da24B97CBD536394C6DBa9752400","15.0015","0.0011184","2023-06-21T06:33:24.515Z","a9033e82-dc44-4c34-8ff2-850ac83137e6","pending",6
